index,nickname,country,city,club,band,daily_cap,schedule,rename_flag,base_skill,consistency,speed_offset,affinities,has_avatar,personality_seed
633,Kaki Turashvili,GE,Tbilisi,,B2,15,daytime,yes,0.295,0.833,0.271,transfers:0.118 georgian_football:0.141 champions_league:0.092 serie_a:0.137 national_teams:-0.085 world_cup:-0.099 premier_league:-0.178,no,4488165744703122
634,Ioseb Vashalshvili,GE,Zugdidi,,B2,3,morning,yes,0.355,0.421,0.119,la_liga:0.102 premier_league:0.198 world_cup:0.059 georgian_football:0.184 national_teams:-0.198 champions_league:-0.184 serie_a:-0.186,no,3162897092482942
635,Irakayiko,GE,Batumi,,B4,3,daytime,no,0.747,0.549,0.025,national_teams:0.141 la_liga:0.118 serie_a:0.178 premier_league:0.196 world_cup:-0.078 transfers:-0.065,no,36872188481197
636,KakiG,US,Los Angeles,,B3,3,daytime,no,0.543,0.828,0.002,premier_league:0.074 national_teams:0.108 champions_league:-0.104 serie_a:-0.13,no,648295767612555
637,VASO TOMADIDZE,GE,Batumi,,B1 (bottom),3,daytime,no,0.084,0.782,-0.272,bundesliga:0.155 champions_league:0.166 la_liga:-0.161 world_cup:-0.056 georgian_football:-0.073,no,3597652734075725
638,Tornik Zarkshvili,GE,Telavi,,B1 (bottom),2,evening,no,0.174,0.553,-0.162,georgian_football:0.067 la_liga:0.176 champions_league:0.125 legends:-0.058 bundesliga:-0.082 world_cup:-0.116 national_teams:-0.089,no,452766133903439
639,Kakhika,GE,Gori,,B2,3,morning,no,0.255,0.671,0.163,transfers:0.153 bundesliga:0.189 world_cup:0.128 legends:-0.141 premier_league:-0.064,no,2961832676474002
640,mario,GE,Poti,,B2,10,daytime,no,0.355,0.749,-0.064,serie_a:0.19 premier_league:0.159 champions_league:-0.08 world_cup:-0.077 georgian_football:-0.068,no,2628939043914050
641,Grisha Elizbariani,GE,Kutaisi,,B4,3,morning,yes,0.704,0.725,-0.206,serie_a:0.149 georgian_football:0.098 champions_league:0.071 la_liga:0.172 transfers:-0.12 bundesliga:-0.059 national_teams:-0.118 premier_league:-0.144,no,1013664181777478
642,GrishaN45,GE,Poti,,B4,3,evening,no,0.635,0.662,0.026,la_liga:0.134 premier_league:0.07 bundesliga:0.19 transfers:-0.054 serie_a:-0.101,no,2305777690837512
643,Imnadzshvili,GE,Rustavi,,B3,2,daytime,no,0.572,0.369,-0.011,legends:0.093 premier_league:0.19 champions_league:-0.11 serie_a:-0.116,no,604451234503148
644,Mgelidze,ES,Barcelona,,B1 (bottom),10,evening,no,0.242,0.832,0.257,transfers:0.117 bundesliga:0.13 champions_league:0.121 world_cup:-0.188 la_liga:-0.145,no,371426009635403
645,ratiika,GE,Telavi,,B4,2,daytime,no,0.617,0.64,-0.231,champions_league:0.185 serie_a:0.161 legends:0.122 transfers:0.182 georgian_football:-0.065 premier_league:-0.158,no,3000732664903150
646,Zezva Natenadshvili,GE,Poti,,B3,15,night_owl,no,0.544,0.695,-0.029,bundesliga:0.129 transfers:0.087 georgian_football:-0.054 world_cup:-0.068 legends:-0.094,no,3635836262387379
647,Gio15,GE,Poti,,B3,21,evening,no,0.502,0.542,-0.139,legends:0.09 national_teams:0.105 la_liga:-0.071 georgian_football:-0.148 serie_a:-0.154,no,4327047759140306
648,data sakvareladze,GE,Batumi,,B1 (bottom),15,evening,no,0.15,0.352,0.008,serie_a:0.073 legends:0.114 national_teams:0.062 world_cup:-0.189 georgian_football:-0.123 champions_league:-0.18 la_liga:-0.192,no,3420691153848927
649,ZAZA TSAGURISHVILI,GE,Akhaltsikhe,,B1 (bottom),2,evening,no,0.1,0.727,0.018,serie_a:0.087 national_teams:0.119 champions_league:-0.088 world_cup:-0.075 bundesliga:-0.094 georgian_football:-0.143,no,4199735663089600
650,Kakhiika,GE,Tbilisi,,B4,2,night_owl,no,0.73,0.573,-0.032,world_cup:0.098 serie_a:0.171 national_teams:0.149 la_liga:-0.193 champions_league:-0.11 georgian_football:-0.182,no,2505509155680415
651,LukasT1,GE,Gori,,B3,2,daytime,no,0.566,0.732,0.146,champions_league:0.191 premier_league:0.068 georgian_football:0.056 serie_a:0.102 la_liga:-0.09 legends:-0.161 world_cup:-0.198,no,3406252346422276
652,Tato Arakiashvili,GE,Akhaltsikhe,,B2,3,morning,no,0.284,0.472,0.109,world_cup:0.081 la_liga:0.11 national_teams:0.066 champions_league:0.145 transfers:-0.19 premier_league:-0.184 serie_a:-0.107,no,874466944624142
653,GigaN,GE,Telavi,,B4,2,evening,no,0.62,0.614,0.235,la_liga:0.125 national_teams:0.074 world_cup:0.137 bundesliga:-0.104 legends:-0.099 serie_a:-0.088,no,1747269394923570
654,valeri kldiashidze,GE,Akhaltsikhe,,B2,2,daytime,yes,0.447,0.397,0.07,premier_league:0.087 transfers:0.138 legends:0.183 serie_a:0.147 georgian_football:-0.095 national_teams:-0.178 world_cup:-0.104,no,363002710009484
655,mbappe22,GE,Poti,,B1 (bottom),2,evening,yes,0.203,0.66,-0.137,world_cup:0.16 bundesliga:0.17 national_teams:0.156 legends:-0.107 champions_league:-0.154,no,2333495083657581
656,givi kldiashvili,GE,Tbilisi,,B1 (bottom),10,daytime,no,0.164,0.379,-0.069,bundesliga:0.072 la_liga:0.145 georgian_football:0.2 premier_league:0.121 world_cup:-0.153 transfers:-0.051,no,381050183103235
657,Sopho Zumbulashvili,GE,Gori,,B1 (bottom),3,evening,no,0.119,0.716,-0.055,premier_league:0.143 national_teams:0.175 world_cup:0.099 la_liga:-0.187 georgian_football:-0.101 champions_league:-0.119,no,1493091082983173
658,Vaska Bochorua,GE,Rustavi,,B2,2,daytime,no,0.374,0.475,0.012,world_cup:0.193 georgian_football:0.071 serie_a:-0.175 bundesliga:-0.191,no,4217903832257182
659,sergouna,GE,Telavi,,B1 (bottom),21,daytime,yes,0.171,0.736,0.261,champions_league:0.196 world_cup:0.104 national_teams:0.094 serie_a:-0.2 georgian_football:-0.192 transfers:-0.17,no,3184522019998242
660,lukaska,GE,Akhaltsikhe,,B4,3,daytime,no,0.682,0.572,0.131,champions_league:0.084 legends:0.2 world_cup:-0.134 serie_a:-0.076 georgian_football:-0.059 premier_league:-0.139,no,3548231826265375
661,Davitika,GE,Gori,,B3,3,daytime,no,0.468,0.78,0.085,georgian_football:0.153 premier_league:0.167 world_cup:0.129 bundesliga:-0.059 champions_league:-0.117 national_teams:-0.093 serie_a:-0.122,no,2580959384788615
662,bachoushka.baller,GE,Rustavi,,B2,10,evening,yes,0.424,0.711,-0.176,georgian_football:0.052 legends:0.052 transfers:0.158 la_liga:-0.198 serie_a:-0.167,no,1006765150544419
663,VaskaM,GR,Thessaloniki,,B2,10,morning,no,0.438,0.404,0.171,serie_a:0.107 legends:0.125 georgian_football:-0.14 transfers:-0.186 la_liga:-0.081 champions_league:-0.061,no,3719516455257961
664,NATIA MAMULSHVILI,US,Chicago,,B1 (bottom),2,morning,no,0.097,0.545,0.198,premier_league:0.149 bundesliga:0.137 georgian_football:-0.136 transfers:-0.068 champions_league:-0.192,no,4485132083131030
665,Otariuna,GE,Telavi,,B2,3,evening,no,0.411,0.361,-0.116,transfers:0.189 legends:0.176 world_cup:-0.172 premier_league:-0.057 bundesliga:-0.168 national_teams:-0.137,no,4016822878503286
666,gogi ekhvaishvili,GE,Rustavi,,B5 (top),2,daytime,no,0.845,0.824,0.078,legends:0.119 champions_league:0.164 national_teams:0.156 world_cup:0.108 serie_a:-0.142 la_liga:-0.087 georgian_football:-0.122 premier_league:-0.174,no,1451751107945422
667,Nikolozushka,GE,Rustavi,,B4,3,night_owl,no,0.645,0.462,0.283,premier_league:0.182 la_liga:0.081 bundesliga:0.072 legends:0.077 champions_league:-0.054 national_teams:-0.051,no,3718152847691888
668,Shalva Arakiua,GE,Tbilisi,,B3,2,evening,no,0.544,0.706,0.285,premier_league:0.133 serie_a:0.16 la_liga:-0.151 bundesliga:-0.175,no,4493409132615556
669,miqa mamulshvili,GE,Telavi,,B2,2,evening,no,0.395,0.492,-0.247,premier_league:0.07 georgian_football:0.074 serie_a:-0.136 national_teams:-0.105,no,1323705549072833
670,konstantine zarkava,GE,Batumi,,B4,21,daytime,no,0.6,0.674,-0.256,premier_league:0.101 world_cup:0.171 national_teams:0.152 bundesliga:0.171 serie_a:-0.175 legends:-0.13 la_liga:-0.176 georgian_football:-0.14,no,4173875737407739
671,sophog,GE,Rustavi,,B5 (top),3,evening,no,0.827,0.495,0.108,la_liga:0.128 champions_league:0.066 georgian_football:-0.082 transfers:-0.066,no,1867535291168086
672,Sopo Nadiridze,GE,Batumi,,B2,10,evening,yes,0.28,0.488,0.155,champions_league:0.163 transfers:0.06 georgian_football:0.109 world_cup:-0.152 serie_a:-0.145 legends:-0.075 bundesliga:-0.17,no,134994086589265
673,gega ugulshvili,GE,Poti,,B5 (top),2,evening,no,0.763,0.409,0.2,transfers:0.178 national_teams:0.065 bundesliga:-0.138 legends:-0.161,no,4121852112804822
674,roin arseneli,GE,Batumi,,B4,10,evening,yes,0.614,0.756,-0.176,bundesliga:0.156 champions_league:0.068 world_cup:0.066 la_liga:-0.101 transfers:-0.057,no,4442421539961070
675,Zaza Kldiashvili,GR,Athens,,B2,10,night_owl,no,0.449,0.696,0.291,la_liga:0.139 legends:0.186 georgian_football:0.055 champions_league:0.075 world_cup:-0.176 premier_league:-0.131 serie_a:-0.153,no,3474312464860409
676,Zaal,GE,Telavi,,B3,2,evening,no,0.479,0.494,0.259,georgian_football:0.192 champions_league:0.051 world_cup:0.121 serie_a:-0.109 transfers:-0.135 national_teams:-0.071 la_liga:-0.151,no,4239750139688117
677,ketevan nozadidze,GE,Gori,,B3,2,daytime,no,0.591,0.421,0.156,legends:0.137 la_liga:0.14 national_teams:-0.135 premier_league:-0.171,no,34448805436089
678,nikusha maisureli,GE,Rustavi,,B4,3,night_owl,no,0.734,0.451,0.276,la_liga:0.092 serie_a:0.197 premier_league:0.185 national_teams:0.183 bundesliga:-0.104 legends:-0.098 world_cup:-0.067 transfers:-0.156,no,27498593193331
679,zuka bakurshvili,GE,Tbilisi,,B1 (bottom),15,evening,no,0.23,0.644,-0.215,transfers:0.172 legends:0.061 premier_league:-0.074 champions_league:-0.141,no,323680410385698
680,Guga Eliashava,GE,Ozurgeti,,B1 (bottom),2,evening,no,0.074,0.621,-0.139,transfers:0.084 world_cup:0.156 champions_league:0.193 bundesliga:0.055 legends:-0.133 national_teams:-0.081,no,3495443175317112
681,Giorgiiko,GE,Telavi,,B3,3,morning,no,0.593,0.619,-0.278,champions_league:0.119 legends:0.1 national_teams:0.178 la_liga:-0.124 serie_a:-0.195 transfers:-0.174,no,2560517893323991
682,buba chkhartshvili,GE,Batumi,,B5 (top),2,morning,no,0.795,0.808,-0.188,national_teams:0.116 georgian_football:0.124 world_cup:-0.109 transfers:-0.158,no,836244834808325
683,gocha purtselshvili,GB,Birmingham,,B2,2,daytime,no,0.351,0.608,-0.271,legends:0.135 national_teams:0.129 la_liga:-0.089 premier_league:-0.196,no,987108643317330
684,zezva iashvilava,GE,Batumi,Brentford FC,B4,3,evening,no,0.663,0.379,-0.23,serie_a:0.088 champions_league:0.176 world_cup:0.115 bundesliga:-0.15 premier_league:-0.073,no,188588155940038
685,Merab Qoridshvili,GE,Zugdidi,,B2,3,evening,no,0.319,0.844,-0.22,legends:0.153 world_cup:0.057 transfers:-0.103 la_liga:-0.122,no,4308435203297661
686,rati beberua,GE,Telavi,,B5 (top),10,evening,no,0.758,0.692,-0.162,serie_a:0.087 national_teams:0.094 la_liga:0.061 world_cup:-0.159 transfers:-0.085 premier_league:-0.067 bundesliga:-0.062,no,364525611184735
687,nikoloz meladzava,US,New York,,B2,2,daytime,no,0.434,0.356,-0.281,legends:0.104 transfers:0.191 georgian_football:0.132 world_cup:0.158 premier_league:-0.059 bundesliga:-0.09,no,191706119307992
688,sulkhanushka,DE,Berlin,,B1 (bottom),10,morning,no,0.221,0.617,-0.296,champions_league:0.14 la_liga:0.078 premier_league:0.186 transfers:-0.056 georgian_football:-0.06 legends:-0.073 serie_a:-0.064,no,4091740188228479
689,lekso samkhariani,GE,Telavi,,B3,2,evening,no,0.462,0.593,-0.087,legends:0.084 serie_a:0.069 champions_league:0.116 georgian_football:0.083 national_teams:-0.105 transfers:-0.076 premier_league:-0.07,yes,3555483547890799
690,Teimurazushka,GE,Tbilisi,,B2,2,daytime,no,0.289,0.829,0.261,premier_league:0.082 georgian_football:0.123 serie_a:0.119 legends:-0.107 champions_league:-0.159 transfers:-0.089 world_cup:-0.073,no,1827540213756995
691,kukuri shengeliani,GE,Tbilisi,,B1 (bottom),2,morning,no,0.235,0.571,0.156,champions_league:0.188 serie_a:0.187 world_cup:0.185 georgian_football:0.175 premier_league:-0.096 la_liga:-0.169 legends:-0.065 bundesliga:-0.173,no,1256664481148931
692,bidzina tomadiani,GE,Zugdidi,,B3,2,evening,no,0.545,0.53,-0.07,serie_a:0.149 champions_league:0.067 georgian_football:-0.092 world_cup:-0.095 national_teams:-0.064 legends:-0.17,no,75181542071982
693,davitd,GE,Kutaisi,,B1 (bottom),3,evening,no,0.223,0.55,-0.205,champions_league:0.165 serie_a:0.123 georgian_football:-0.07 legends:-0.11 premier_league:-0.081,no,950036510546564
694,Mari Skangshvili,TR,Istanbul,,B2,2,morning,no,0.304,0.699,-0.028,georgian_football:0.098 champions_league:0.193 world_cup:-0.137 premier_league:-0.176 serie_a:-0.111 national_teams:-0.091,no,2948925318056659
695,Maka1,GE,Akhaltsikhe,,B3,10,evening,no,0.482,0.74,0.177,la_liga:0.11 national_teams:0.081 serie_a:0.192 premier_league:-0.141 transfers:-0.111,no,1492762122662078
696,goat14,GE,Zugdidi,,B2,3,evening,no,0.274,0.691,0.227,serie_a:0.142 georgian_football:0.13 national_teams:0.132 premier_league:-0.087 la_liga:-0.099 world_cup:-0.188,no,925965722164460
697,giga,US,New York,,B5 (top),2,morning,yes,0.874,0.396,-0.172,national_teams:0.184 champions_league:0.185 legends:0.073 world_cup:-0.096 transfers:-0.168 la_liga:-0.123 bundesliga:-0.087,no,2735850146873608
698,vephkhvshvili,GE,Rustavi,,B3,10,evening,no,0.529,0.493,-0.164,legends:0.059 champions_league:0.073 national_teams:-0.072 serie_a:-0.194 bundesliga:-0.073,no,3608518835388246
699,Zezvaushka,GE,Batumi,,B3,2,daytime,no,0.529,0.434,-0.219,la_liga:0.13 world_cup:0.174 serie_a:-0.128 transfers:-0.138 champions_league:-0.15 georgian_football:-0.198,yes,4158287646592113
700,Tamar Ugulidze,GE,Tbilisi,,B4,3,morning,no,0.702,0.719,0.259,bundesliga:0.115 georgian_football:0.068 premier_league:-0.085 transfers:-0.123 champions_league:-0.1 world_cup:-0.19,no,668602046535387
701,SandroL,GE,Kutaisi,,B3,2,evening,no,0.488,0.587,0.151,legends:0.064 premier_league:0.053 champions_league:0.082 transfers:-0.161 la_liga:-0.136,no,896733127675885
702,Giga Beridzava,GE,Poti,,B2,2,evening,no,0.443,0.506,0.042,world_cup:0.103 serie_a:0.116 legends:0.074 national_teams:-0.148 georgian_football:-0.076 bundesliga:-0.084,no,3757137223988634
703,guga23,GE,Kutaisi,,B3,3,daytime,no,0.588,0.38,-0.154,georgian_football:0.155 national_teams:0.104 premier_league:-0.16 transfers:-0.064 world_cup:-0.165,no,3263119548276929
704,Sergoka,GE,Zugdidi,,B2,3,daytime,no,0.33,0.622,-0.241,transfers:0.081 la_liga:0.165 premier_league:-0.08 champions_league:-0.159,no,2952637866575874
705,costa22,DE,Munich,,B4,15,daytime,yes,0.638,0.774,0.197,serie_a:0.071 legends:0.093 bundesliga:0.084 national_teams:-0.094 world_cup:-0.194 la_liga:-0.192,no,2601212209961594
706,Nugzar Janjgavshvili,TR,Izmir,,B3,2,evening,no,0.558,0.565,0.278,premier_league:0.198 transfers:0.135 world_cup:-0.149 georgian_football:-0.109 champions_league:-0.13,no,4359607832134738
707,sergo mgelidze,GE,Tbilisi,,B4,2,evening,no,0.634,0.847,-0.093,serie_a:0.174 national_teams:0.073 world_cup:0.196 champions_league:0.081 georgian_football:-0.097 la_liga:-0.09,no,3042815688662117
708,talakhiani,GE,Poti,,B2,10,evening,no,0.38,0.373,-0.113,la_liga:0.175 georgian_football:0.088 national_teams:0.129 champions_league:-0.159 transfers:-0.059 legends:-0.143,no,4277613203113259
709,Levan Inasarava,DE,Berlin,,B4,2,evening,no,0.746,0.494,-0.297,transfers:0.127 legends:0.057 serie_a:0.19 premier_league:0.07 la_liga:-0.053 bundesliga:-0.18 champions_league:-0.14,yes,1243623106432521
710,Vakho Iremashiani,US,Chicago,,B2,2,daytime,no,0.298,0.413,0.084,georgian_football:0.172 legends:0.121 bundesliga:0.088 national_teams:0.147 premier_league:-0.061 champions_league:-0.055,no,4309500280119446
711,GIORGIA.kaka,GE,Rustavi,,B3,10,daytime,no,0.459,0.563,0.299,bundesliga:0.093 la_liga:0.144 premier_league:-0.105 legends:-0.157,no,2606056211613583
712,UCHA RURADELI,US,New York,,B1 (bottom),2,evening,no,0.249,0.517,-0.164,serie_a:0.122 georgian_football:0.085 transfers:0.062 bundesliga:0.104 la_liga:-0.194 legends:-0.198 world_cup:-0.09,no,67609538714273
713,tengizuna,GE,Gori,,B3,2,evening,no,0.509,0.426,-0.205,serie_a:0.149 la_liga:0.116 world_cup:0.178 champions_league:0.179 georgian_football:-0.107 transfers:-0.132 national_teams:-0.162,no,1910544590257708
714,Nikauna,GE,Tbilisi,,B3,3,evening,no,0.539,0.585,-0.182,georgian_football:0.161 world_cup:0.055 premier_league:-0.178 serie_a:-0.175 champions_league:-0.141,no,3079974005770336
715,Sophouna2,GE,Ozurgeti,,B2,3,evening,no,0.279,0.642,-0.153,georgian_football:0.168 serie_a:0.114 champions_league:-0.136 transfers:-0.116 world_cup:-0.162 premier_league:-0.102,no,2158742968324306
716,nika,GE,Zugdidi,,B1 (bottom),15,evening,no,0.15,0.527,-0.207,georgian_football:0.062 premier_league:0.13 la_liga:0.178 transfers:-0.179 champions_league:-0.169 legends:-0.075,no,1928204061816046
717,MamukaL,GE,Kutaisi,,B4,2,daytime,no,0.681,0.655,0.175,bundesliga:0.061 transfers:0.068 legends:0.155 national_teams:0.059 la_liga:-0.087 georgian_football:-0.198 champions_league:-0.17,no,3491063430217332
718,tornik purtseladze,GE,Poti,,B3,15,daytime,no,0.513,0.75,-0.206,georgian_football:0.061 national_teams:0.183 champions_league:-0.172 legends:-0.123 la_liga:-0.109,no,243698958591802
719,ZurabB,GE,Akhaltsikhe,,B4,10,evening,no,0.603,0.512,0.083,serie_a:0.066 transfers:0.084 georgian_football:0.103 bundesliga:-0.146 premier_league:-0.065,no,1525660720765329
720,Ushangi,GR,Athens,,B2,2,daytime,no,0.403,0.362,-0.096,georgian_football:0.133 la_liga:0.189 bundesliga:-0.129 legends:-0.144 serie_a:-0.189,no,509616987997709
721,cf734,GE,Kutaisi,,B4,2,evening,no,0.704,0.363,-0.156,national_teams:0.11 bundesliga:0.195 premier_league:0.103 serie_a:-0.134 la_liga:-0.122 legends:-0.12 transfers:-0.093,no,1914012793548488
722,Ika Onianiidze,GE,Zugdidi,,B3,10,evening,no,0.582,0.489,-0.173,transfers:0.137 world_cup:0.133 legends:0.116 la_liga:-0.173 georgian_football:-0.104 champions_league:-0.152,no,623210100100354
723,Tea,GE,Telavi,,B1 (bottom),2,evening,no,0.221,0.746,-0.249,world_cup:0.18 national_teams:0.178 bundesliga:0.135 transfers:-0.063 legends:-0.1 serie_a:-0.185 premier_league:-0.126,no,4410715667669548
724,roino,GE,Akhaltsikhe,,B3,2,morning,yes,0.509,0.483,-0.015,legends:0.121 world_cup:0.117 national_teams:-0.183 georgian_football:-0.07,no,1707387497540184
725,Gagoshvili,GE,Ozurgeti,,B4,10,evening,no,0.66,0.402,-0.139,legends:0.184 serie_a:0.077 transfers:-0.129 georgian_football:-0.154 bundesliga:-0.076 world_cup:-0.181,no,3136144295977123
726,lika dgebshvili,GE,Ozurgeti,,B2,15,evening,no,0.3,0.546,-0.045,national_teams:0.179 champions_league:0.146 transfers:-0.132 serie_a:-0.182 georgian_football:-0.107,no,4291444949543489
727,GenadiT,GB,London,,B3,2,daytime,no,0.521,0.402,-0.28,la_liga:0.147 premier_league:0.052 national_teams:-0.145 world_cup:-0.154 georgian_football:-0.071 legends:-0.078,no,2232476856848500
728,gigi vephkhvava,GE,Poti,,B1 (bottom),3,evening,no,0.124,0.512,0.283,georgian_football:0.072 serie_a:0.197 la_liga:0.121 transfers:-0.07 national_teams:-0.069,no,3092335850473008
729,mikheil khubulava,TR,Istanbul,,B1 (bottom),2,evening,no,0.058,0.392,-0.092,world_cup:0.103 champions_league:0.06 bundesliga:0.156 transfers:-0.188 la_liga:-0.065 serie_a:-0.095 premier_league:-0.162,no,2036122124811677
730,maradona69,GE,Rustavi,,B1 (bottom),10,evening,no,0.181,0.653,0.202,premier_league:0.196 world_cup:0.128 georgian_football:-0.187 legends:-0.143 la_liga:-0.188 bundesliga:-0.192,no,2509557852596203
731,Sergoushka,GE,Rustavi,,B3,10,morning,no,0.57,0.581,-0.28,world_cup:0.143 bundesliga:0.133 la_liga:0.197 serie_a:-0.062 legends:-0.095 transfers:-0.133,no,521944229825439
732,nodars80,GE,Ozurgeti,,B3,3,night_owl,no,0.506,0.354,0.106,champions_league:0.115 serie_a:0.174 legends:-0.131 georgian_football:-0.146 transfers:-0.069,no,3426125896306695
733,VasoK,GE,Kutaisi,,B2,2,daytime,no,0.336,0.404,0.098,georgian_football:0.121 national_teams:0.095 la_liga:0.107 world_cup:0.114 bundesliga:-0.077 legends:-0.149 serie_a:-0.082,no,1737742435852260
734,Jugelidze,GE,Telavi,,B2,3,evening,no,0.446,0.529,-0.002,world_cup:0.18 legends:0.069 serie_a:-0.057 bundesliga:-0.158,no,1733688897278383
735,GochaL,GE,Batumi,,B4,15,evening,no,0.642,0.7,0.052,world_cup:0.151 premier_league:0.176 serie_a:0.064 national_teams:-0.054 transfers:-0.165,yes,2148195421659186
736,kaisa703,GE,Telavi,,B4,2,evening,no,0.636,0.568,0.105,serie_a:0.2 georgian_football:0.182 legends:0.132 la_liga:-0.119 bundesliga:-0.119,no,2350447724643874
737,Bekaushka,GE,Zugdidi,,B1 (bottom),2,evening,no,0.122,0.807,0.069,bundesliga:0.113 national_teams:0.082 champions_league:0.193 serie_a:-0.129 transfers:-0.105 premier_league:-0.079,no,3679357463780721
738,zazaushka,GE,Telavi,,B1 (bottom),2,evening,yes,0.218,0.839,-0.201,national_teams:0.17 georgian_football:0.19 la_liga:0.159 world_cup:0.16 transfers:-0.127 premier_league:-0.182,no,2521818716290478
739,ZUKA TALAKHSHVILI,GE,Kutaisi,,B1 (bottom),2,daytime,no,0.187,0.495,-0.15,national_teams:0.154 la_liga:0.123 transfers:0.16 georgian_football:0.145 serie_a:-0.192 champions_league:-0.1 bundesliga:-0.126 world_cup:-0.102,no,3548633143565571
